word,tag,number
فكم,O,55535
بلغت,O,55536
ايرادات,O,55537
فيلم,O,55538
«,O,55539
طرب,B-MISC,55540
فاشن,I-MISC,55541
»,O,55542
حتى,O,55543
الآن,O,55544
؟,O,55545
ـ,O,55546
بلغت,O,55547
مليون,O,55548
و250,O,55549
الف,O,55550
درهم,B-MISC,55551
،,O,55552
حتى,O,55553
الآن,O,55554
.,O,55555
>,O,55557
البعض,O,55558
ربما,O,55559
سيقول,O,55560
إنك,O,55561
تبالغين,O,55562
في,O,55563
حجم,O,55564
الايرادات,O,55565
لأنك,O,55566
منتجة,O,55567
الفيلم,O,55568
؟,O,55569
ـ,O,55570
هناك,O,55571
أشياء,O,55572
لا,O,55573
يمكن,O,55574
المبالغة,O,55575
فيها,O,55576
أو,O,55577
ادعاؤها,O,55578
،,O,55579
لأنكم,O,55580
تستطيعون,O,55581
ببساطة,O,55582
ان,O,55583
تطلعوا,O,55584
على,O,55585
الإيرادات,O,55586
عن,O,55587
طريق,O,55588
دور,O,55589
السينما,O,55590
،,O,55591
وعن,O,55592
طريق,O,55593
شركة,O,55594
«,O,55595
جلف,B-ORG,55596
فيلم,I-ORG,55597
»,O,55598
المسؤولة,O,55599
عن,O,55600
التوزيع,O,55601
.,O,55602
>,O,55604
بعد,O,55605
نجاج,O,55606
تجربتك,O,55607
مع,O,55608
بطولة,O,55609
وإنتاج,O,55610
«,O,55611
طرب,B-MISC,55612
فاشن,I-MISC,55613
»,O,55614
،,O,55615
هل,O,55616
ترين,O,55617
أنك,O,55618
أصبحت,O,55619
نجمة,O,55620
؟,O,55621
ـ,O,55622
لا,O,55623
يهمني,O,55624
أن,O,55625
أصنف,O,55626
كنجمة,O,55627
أم,O,55628
لا,O,55629
،,O,55630
ما,O,55631
يهمني,O,55632
أن,O,55633
يقال,O,55634
عني,O,55635
إنني,O,55636
فنانة,O,55637
جيدة,O,55638
،,O,55639
وعموماً,O,55640
ما,O,55641
يزال,O,55642
المشوار,O,55643
طويلاً,O,55644
على,O,55645
النجومية,O,55646
.,O,55647
>,O,55649
مع,O,55650
تقديرنا,O,55651
للمطرب,O,55652
سعود,B-PERS,55653
أبو,I-PERS,55654
سلطان,I-PERS,55655
،,O,55656
لماذا,O,55657
لم,O,55658
تختاري,O,55659
اسم,O,55660
نجم,O,55661
خليجي,O,55662
يستطيع,O,55663
ان,O,55664
يكون,O,55665
نجم,O,55666
شباك,O,55667
ويجذب,O,55668
الجمهور,O,55669
؟,O,55670
ـ,O,55671
نجوم,O,55672
الطرب,O,55673
في,O,55674
الامارات,B-LOC,55675
معدودون,O,55676
،,O,55677
وانا,O,55678
كنت,O,55679
مصممة,O,55680
على,O,55681
مطرب,O,55682
اماراتي,O,55683
حتى,O,55684
نعطي,O,55685
الصبغة,O,55686
الاماراتية,O,55687
للفيلم,O,55688
.,O,55689
عرضت,O,55691
الدور,O,55692
على,O,55693
فايز,B-PERS,55694
السعيد,I-PERS,55695
،,O,55696
لكن,O,55697
فايز,B-PERS,55698
،,O,55699
ربنا,O,55700
يزيده,O,55701
،,O,55702
«,O,55703
مش,O,55704
فاضي,O,55705
»,O,55706
،,O,55707
وهو,O,55708
مشغول,O,55709
بالأغاني,O,55710
الخاصة,O,55711
.,O,55712
والفنان,O,55714
عبد,B-PERS,55715
الله,I-PERS,55716
بلخير,I-PERS,55717
لا,O,55718
يناسبني,O,55719
.,O,55720
لأنه,O,55721
أكبر,O,55722
مني,O,55723
في,O,55724
السن,O,55725
وغير,O,55726
مقنع,O,55727
للدور,O,55728
ومحمد,B-PERS,55729
المازم,I-PERS,55730
هو,O,55731
أول,O,55732
من,O,55733
عرضت,O,55734
عليه,O,55735
السيناريو,O,55736
،,O,55737
لكنه,O,55738
رفضه,O,55739
.,O,55740
>,O,55742
ما,O,55743
سبب,O,55744
رفضه,O,55745
؟,O,55746
ـ,O,55747
لأنه,O,55748
اشترط,O,55749
أن,O,55750
يصبح,O,55751
بطل,O,55752
الفيلم,O,55753
«,O,55754
من,O,55755
البداية,O,55756
للنهاية,O,55757
»,O,55758
،,O,55759
وكان,O,55760
رأيه,O,55761
أن,O,55762
دوره,O,55763
صغير,O,55764
.,O,55765
>,O,55767
لكن,O,55768
اسم,O,55769
محمد,B-PERS,55770
المازم,I-PERS,55771
كنجم,O,55772
بالتأكيد,O,55773
كان,O,55774
سيضيف,O,55775
للعمل,O,55776
،,O,55777
لماذا,O,55778
لم,O,55779
تتدخلي,O,55780
كمنتجة,O,55781
وتطلبي,O,55782
بتعديلات,O,55783
على,O,55784
السيناريو,O,55785
تناسب,O,55786
المازم,O,55787
؟,O,55788
ـ,O,55789
رغم,O,55790
أني,O,55791
منتجة,O,55792
العمل,O,55793
،,O,55794
لكنني,O,55795
لم,O,55796
اتدخل,O,55797
في,O,55798
السيناريو,O,55799
،,O,55800
وحتى,O,55801
لم,O,55802
اضف,O,55803
لدوري,O,55804
مشهداً,O,55805
واحداً,O,55806
.,O,55807
كما,O,55809
أنه,O,55810
طلب,O,55811
شروطاً,O,55812
تعجيزية,O,55813
،,O,55814
فهو,O,55815
يريد,O,55816
الغناء,O,55817
في,O,55818
الفيلم,O,55819
،,O,55820
لكن,O,55821
لا,O,55822
يريد,O,55823
ان,O,55824
يظهر,O,55825
بشخصية,O,55826
مطرب,O,55827
،,O,55828
ومعنى,O,55829
ذلك,O,55830
أننا,O,55831
سنغير,O,55832
قصة,O,55833
الفيلم,O,55834
كاملة,O,55835
من,O,55836
أجله,O,55837
،,O,55838
وعندما,O,55839
وجدته,O,55840
مصمماً,O,55841
،,O,55842
شكرته,O,55843
وقلت,O,55844
له,O,55845
إن,O,55846
شاء,O,55847
الله,B-MISC,55848
يكون,O,55849
بيننا,O,55850
تعاون,O,55851
في,O,55852
المستقبل,O,55853
.,O,55854
>,O,55856
ماذا,O,55857
حدث,O,55858
بعد,O,55859
ذلك,O,55860
؟,O,55861
ـ,O,55862
عرضت,O,55863
الفيلم,O,55864
على,O,55865
المطرب,O,55866
العراقي,O,55867
رضا,B-PERS,55868
العبد,I-PERS,55869
الله,I-PERS,55870
،,O,55871
لكنني,O,55872
عندما,O,55873
علمت,O,55874
بمنع,O,55875
رضا,B-PERS,55876
من,O,55877
الكويت,B-LOC,55878
،,O,55879
شعرت,O,55880
بأنني,O,55881
كمنتجة,O,55882
سأخاطر,O,55883
بسوق,O,55884
كبير,O,55885
مثل,O,55886
سوق,O,55887
الكويت,B-LOC,55888
،,O,55889
اذا,O,55890
تم,O,55891
منع,O,55892
عرض,O,55893
الفيلم,O,55894
في,O,55895
السينما,O,55896
الكويتية,O,55897
،,O,55898
فقمت,O,55899
بالاعتذار,O,55900
لـ,O,55901
رضا,B-PERS,55902
عن,O,55903
طريق,O,55904
وسيط,O,55905
،,O,55906
لأني,O,55907
مرغمة,O,55908
على,O,55909
ذلك,O,55910
،,O,55911
إلا,O,55912
أنني,O,55913
فوجئت,O,55914
برضا,B-PERS,55915
يشن,O,55916
هجوماً,O,55917
على,O,55918
الفيلم,O,55919
قبل,O,55920
عرضه,O,55921
،,O,55922
واخذ,O,55923
يصف,O,55924
القصة,O,55925
بالتافهة,O,55926
،,O,55927
رغم,O,55928
أنه,O,55929
كان,O,55930
من,O,55931
أشد,O,55932
المعجبين,O,55933
بالقصة,O,55934
والمتحمسين,O,55935
لها,O,55936
،,O,55937
وطلب,O,55938
ان,O,55939
يضع,O,55940
الموسيقى,O,55941
التصويرية,O,55942
والالحان,O,55943
.,O,55944
وأنا,O,55946
اندهشت,O,55947
لهجومه,O,55948
الشديد,O,55949
بسبب,O,55950
استبعاده,O,55951
،,O,55952
رغم,O,55953
انه,O,55954
يعلم,O,55955
أن,O,55956
هذه,O,55957
الظروف,O,55958
خارجة,O,55959
عن,O,55960
إرادتي,O,55961
،,O,55962
وأنا,O,55963
أقول,O,55964
له,O,55965
:,O,55966
اذا,O,55967
كانت,O,55968
القصة,O,55969
تافهة,O,55970
،,O,55971
لماذا,O,55972
وافقت,O,55973
عليها,O,55974
من,O,55975
البداية,O,55976
؟,O,55977
ولماذا,O,55978
تصف,O,55979
الفيلم,O,55980
بالفاشل,O,55981
حتى,O,55982
قبل,O,55983
ان,O,55984
يعرض,O,55985
؟,O,55986
لكن,O,55987
ماذا,O,55988
أقول,O,55989
«,O,55990
ربنا,O,55991
يهديه,O,55992
»,O,55993
واخيراً,O,55994
عرضت,O,55995
الفيلم,O,55996
على,O,55997
سعود,B-PERS,55998
،,O,55999
وكان,O,56000
في,O,56001
قمة,O,56002
الذوق,O,56003
،,O,56004
وبمجرد,O,56005
قراءته,O,56006
للدور,O,56007
وافق,O,56008
،,O,56009
وحتى,O,56010
لم,O,56011
يسأل,O,56012
عن,O,56013
الامور,O,56014
المادية,O,56015
.,O,56016
>,O,56018
هل,O,56019
ستتعاملين,O,56020
مع,O,56021
سعود,B-PERS,56022
في,O,56023
فيلمك,O,56024
المقبل,O,56025
؟,O,56026
ـ,O,56027
اذا,O,56028
كان,O,56029
الدور,O,56030
يناسبه,O,56031
لن,O,56032
اتردد,O,56033
في,O,56034
مشاركته,O,56035
،,O,56036
لأنه,O,56037
انسان,O,56038
ملتزم,O,56039
ولم,O,56040
يغلّبني,O,56041
او,O,56042
يوجع,O,56043
دماغي,O,56044
.,O,56045
عارضة,O,56047
ازياء,O,56048
في,O,56049
البداية,O,56050
>,O,56051
جئت,O,56052
إلى,O,56053
عالم,O,56054
الفن,O,56055
من,O,56056
عالم,O,56057
عروض,O,56058
الأزياء,O,56059
،,O,56060
أليس,O,56061
صحيحاً,O,56062
؟,O,56063
ـ,O,56064
نعم,O,56065
،,O,56066
عملت,O,56067
في,O,56068
بداياتي,O,56069
في,O,56070
عروض,O,56071
الأزياء,O,56072
،,O,56073
لكن,O,56074
لفترة,O,56075
قصيرة,O,56076
.,O,56077
>,O,56079
في,O,56080
بداية,O,56081
مشوارك,O,56082
ظهرت,O,56083
كموديل,O,56084
في,O,56085
اغنية,O,56086
مع,O,56087
وليد,B-PERS,56088
توفيق,I-PERS,56089
،,O,56090
ومع,O,56091
فايز,B-PERS,56092
السعيد,I-PERS,56093
.,O,56094
عندما,O,56096
تعرض,O,56097
هذه,O,56098
الاغاني,O,56099
الآن,O,56100
،,O,56101
هل,O,56102
تخجلين,O,56103
من,O,56104
نفسك,O,56105
؟,O,56106
ـ,O,56107
لماذا,O,56108
أخجل,O,56109
،,O,56110
طالما,O,56111
انني,O,56112
وقتها,O,56113
كنت,O,56114
مقتنعة,O,56115
بالموضوع,O,56116
،,O,56117
ولم,O,56118
أتعر,O,56119
في,O,56120
«,O,56121
الكليب,O,56122
»,O,56123
،,O,56124
ولم,O,56125
اخدش,O,56126
شعور,O,56127
المشاهدين,O,56128
.,O,56129
بالعكس,O,56131
،,O,56132
أنا,O,56133
أدين,O,56134
بالفضل,O,56135
لهذين,O,56136
العملين,O,56137
،,O,56138
لأنهما,O,56139
سبب,O,56140
دخولي,O,56141
الى,O,56142
عالم,O,56143
التمثيل,O,56144
.,O,56145
>,O,56147
هل,O,56148
النقص,O,56149
في,O,56150
الوجوه,O,56151
الفنية,O,56152
النسائية,O,56153
في,O,56154
الخليج,B-LOC,56155
،,O,56156
واتقانك,O,56157
اللهجة,O,56158
الخليجية,O,56159
ساعداك,O,56160
على,O,56161
الظهور,O,56162
كوجه,O,56163
مغربي,O,56164
على,O,56165
الشاشة,O,56166
الخليجية,O,56167
؟,O,56168
ـ,O,56169
لا,O,56170
انكر,O,56171
ذلك,O,56172
في,O,56173
بداية,O,56174
مشواري,O,56175
الفني,O,56176
،,O,56177
لأنه,O,56178
قبل,O,56179
6,O,56180
سنوات,O,56181
كانت,O,56182
الوجوه,O,56183
النسائية,O,56184
الخليجية,O,56185
قليلة,O,56186
جداً,O,56187
،,O,56188
حتى,O,56189
ان,O,56190
بعض,O,56191
المخرجين,O,56192
كانوا,O,56193
يستعينون,O,56194
بوجوه,O,56195
لا,O,56196
تتمتع,O,56197
حتى,O,56198
بأي,O,56199
موهبة,O,56200
لتعويض,O,56201
هذا,O,56202
النقص,O,56203
.,O,56204
لكن,O,56206
الآن,O,56207
بعد,O,56208
ظهور,O,56209
العديد,O,56210
من,O,56211
الوجوه,O,56212
في,O,56213
الخليج,B-LOC,56214
،,O,56215
ما,O,56216
زلت,O,56217
موجودة,O,56218
بقوة,O,56219
أكثر,O,56220
من,O,56221
السابق,O,56222
بسبب,O,56223
ثقة,O,56224
المخرجين,O,56225
في,O,56226
موهبتي,O,56227
.,O,56228
>,O,56230
ميساء,B-PERS,56231
لمن,O,56232
لا,O,56233
يعرفك,O,56234
جيداً,O,56235
،,O,56236
يحتار,O,56237
الى,O,56238
اي,O,56239
جنسية,O,56240
تنتمين,O,56241
؟,O,56242
ـ,O,56243
أنا,O,56244
فنانة,O,56245
مغربية,O,56246
،,O,56247
عشت,O,56248
طفولتي,O,56249
بين,O,56250
المغرب,B-LOC,56251
وفرنسا,B-LOC,56252
،,O,56253
وفي,O,56254
فترة,O,56255
الصبا,O,56256
انتلقت,O,56257
مع,O,56258
أهلي,O,56259
للاقامة,O,56260
في,O,56261
السعودية,B-LOC,56262
،,O,56263
ثم,O,56264
استقر,O,56265
بنا,O,56266
الأمر,O,56267
في,O,56268
دولة,O,56269
الامارات,B-LOC,56270
.,O,56271
درست,O,56273
ادارة,O,56274
الأعمال,O,56275
في,O,56276
باريس,B-LOC,56277
،,O,56278
وتخصصت,O,56279
في,O,56280
التسويق,O,56281
،,O,56282
الى,O,56283
أن,O,56284
اتجهت,O,56285
إلى,O,56286
الفن,O,56287
.,O,56288
>,O,56290
هل,O,56291
ميساء,B-PERS,56292
،,O,56293
اسمك,O,56294
الحقيقي,O,56295
؟,O,56296
ـ,O,56297
اسمي,O,56298
الحقيقي,O,56299
«,O,56300
أسماء,B-PERS,56301
زويتان,I-PERS,56302
»,O,56303
،,O,56304
واسم,O,56305
«,O,56306
ميساء,B-PERS,56307
»,O,56308
أهلي,O,56309
ينادونني,O,56310
به,O,56311
في,O,56312
البيت,O,56313
منذ,O,56314
صغري,O,56315
،,O,56316
وبما,O,56317
ان,O,56318
اسم,O,56319
والدي,O,56320
«,O,56321
زويتان,B-PERS,56322
»,O,56323
صعب,O,56324
على,O,56325
الحفظ,O,56326
،,O,56327
فاخترت,O,56328
لقب,O,56329
«,O,56330
مغربي,O,56331
»,O,56332
بما,O,56333
أني,O,56334
فخورة,O,56335
بانتمائي,O,56336
لوطني,O,56337
المغرب,B-LOC,56338
.,O,56339
>,O,56341
وما,O,56342
الذي,O,56343
جعلك,O,56344
تستقرين,O,56345
في,O,56346
الخليج,B-LOC,56347
طالما,O,56348
اسرتك,O,56349
عادت,O,56350
لوطنكم,O,56351
المغرب,B-LOC,56352
؟,O,56353
ـ,O,56354
منذ,O,56355
ان,O,56356
عشت,O,56357
في,O,56358
الإمارات,B-LOC,56359
لم,O,56360
استطع,O,56361
الابتعاد,O,56362
عنها,O,56363
،,O,56364
غير,O,56365
انني,O,56366
اسست,O,56367
«,O,56368
بيزنس,O,56369
»,O,56370
خاصاً,O,56371
بي,O,56372
،,O,56373
عبارة,O,56374
عن,O,56375
شركة,O,56376
للإنتاج,O,56377
،,O,56378
في,O,56379
مدينة,B-LOC,56380
دبي,I-LOC,56381
للإعلام,I-LOC,56382
،,O,56383
كما,O,56384
انني,O,56385
متزوجة,O,56386
من,O,56387
إماراتي,O,56388
.,O,56389
مشاركة,O,56391
يتيمة,O,56392
>,O,56393
لكِ,O,56394
مشاركة,O,56395
وحيدة,O,56396
في,O,56397
المسلسل,O,56398
المصري,O,56399
«,O,56400
زينات,B-MISC,56401
والثلاث,I-MISC,56402
بنات,I-MISC,56403
»,O,56404
،,O,56405
لماذا,O,56406
لم,O,56407
تكرري,O,56408
التجربة,O,56409
؟,O,56410
أم,O,56411
أن,O,56412
دورك,O,56413
لم,O,56414
يلفت,O,56415
النظر,O,56416
إليك,O,56417
؟,O,56418
ـ,O,56419
تقابلت,O,56420
مع,O,56421
المخرج,O,56422
محمد,B-PERS,56423
فاضل,I-PERS,56424
مصادفة,O,56425
في,O,56426
منزل,O,56427
الفنان,O,56428
سمير,B-PERS,56429
غانم,I-PERS,56430
في,O,56431
القاهرة,B-LOC,56432
،,O,56433
التي,O,56434
تربطني,O,56435
به,O,56436
صلة,O,56437
قرابة,O,56438
.,O,56439
فشقيق,O,56441
زوجته,O,56442
الفنانة,O,56443
دلال,B-PERS,56444
عبد,I-PERS,56445
العزيز,I-PERS,56446
،,O,56447
يكون,O,56448
زوج,O,56449
خالتي,O,56450
،,O,56451
وهناك,O,56452
عرض,O,56453
عليّ,O,56454
المخرج,O,56455
محمد,B-PERS,56456
فاضل,I-PERS,56457
الدور,O,56458
عندما,O,56459
علم,O,56460
بأنني,O,56461
ممثلة,O,56462
،,O,56463
لكنني,O,56464
للأسف,O,56465
لم,O,56466
استطع,O,56467
الاقامة,O,56468
في,O,56469
مصر,B-LOC,56470
،,O,56471
لارتباطي,O,56472
بـ,O,56473
«,O,56474
البيزنس,O,56475
»,O,56476
الخاص,O,56477
بي,O,56478
في,O,56479
دبي,B-LOC,56480
،,O,56481
كما,O,56482
أن,O,56483
زوجي,O,56484
إماراتي,O,56485
.,O,56486
>,O,56488
صلة,O,56489
القرابة,O,56490
بينك,O,56491
وبين,O,56492
الفنان,O,56493
سمير,B-PERS,56494
غانم,I-PERS,56495
،,O,56496
لماذا,O,56497
لم,O,56498
تستثمر,O,56499
إلا,O,56500
في,O,56501
مشاركتك,O,56502
معه,O,56503
في,O,56504
مسرحية,O,56505
«,O,56506
دو,B-MISC,56507
ري,I-MISC,56508
مي,I-MISC,56509
فاصوليا,I-MISC,56510
»,O,56511
؟,O,56512
أم,O,56513
انه,O,56514
غير,O,56515
مقتنع,O,56516
بموهبتك,O,56517
؟,O,56518
ـ,O,56519
بالعكس,O,56520
،,O,56521
أنا,O,56522
مَن,O,56523
اعتذرت,O,56524
عن,O,56525
الاستمرار,O,56526
مع,O,56527
«,O,56528
أنكل,O,56529
»,O,56530
سمير,B-PERS,56531
غانم,I-PERS,56532
،,O,56533
بسبب,O,56534
ارتباطي,O,56535
بـ,O,56536
«,O,56537
البيزنس,O,56538
»,O,56539
الخاص,O,56540
بي,O,56541
في,O,56542
دبي,B-LOC,56543
.,O,56544
>,O,56546
كم,O,56547
عملاً,O,56548
في,O,56549
مشوارك,O,56550
الفني,O,56551
؟,O,56552
ـ,O,56553
شاركت,O,56554
في,O,56555
7,O,56556
مسلسلات,O,56557
خليجية,O,56558
،,O,56559
ابرزها,O,56560
«,O,56561
الدنيا,B-MISC,56562
لحظة,I-MISC,56563
»,O,56564
،,O,56565
«,O,56566
حكم,B-MISC,56567
البشر,I-MISC,56568
»,O,56569
،,O,56570
«,O,56571
ضرب,B-MISC,56572
المحبة,I-MISC,56573
»,O,56574
،,O,56575
و,O,56576
«,O,56577
نورا,B-MISC,56578
»,O,56579
.,O,56580
وأنا,O,56582
مقلة,O,56583
جداً,O,56584
في,O,56585
اعمالي,O,56586
،,O,56587
لأنني,O,56588
مشغولة,O,56589
بـ,O,56590
«,O,56591
البيزنس,O,56592
»,O,56593
،,O,56594
ومقتنعة,O,56595
ان,O,56596
العمل,O,56597
في,O,56598
الفن,O,56599
لا,O,56600
يمكن,O,56601
الاعتماد,O,56602
عليه,O,56603
،,O,56604
فأجورنا,O,56605
كفنانين,O,56606
في,O,56607
الخليج,B-LOC,56608
ليست,O,56609
كأجور,O,56610
الفنانين,O,56611
المصريين,O,56612
الضخمة,O,56613
.,O,56614
>,O,56616
هل,O,56617
تقديمك,O,56618
لسبعة,O,56619
ادوار,O,56620
في,O,56621
المسلسلات,O,56622
الخليجية,O,56623
،,O,56624
جلب,O,56625
لك,O,56626
مالاً,O,56627
كثيراً,O,56628
،,O,56629
حتى,O,56630
أصبحت,O,56631
قادرة,O,56632
على,O,56633
أن,O,56634
تنتجي,O,56635
لنفسك,O,56636
فيلماً,O,56637
سينمائياً,O,56638
؟,O,56639
ـ,O,56640
بكل,O,56641
أمانة,O,56642
،,O,56643
لا,O,56644
.,O,56645
من,O,56647
اين,O,56648
.,O,56649
.,O,56650
.,O,56651
هذا,O,56652
؟,O,56653
>,O,56654
لكنك,O,56655
ما,O,56656
شاء,O,56657
الله,B-MISC,56658
تمتلكين,O,56659
شركة,O,56660
إنتاج,O,56661
،,O,56662
وانتجت,O,56663
فيلماً,O,56664
سينمائياً,O,56665
كلّف,O,56666
حوالي,O,56667
3,O,56668
ملايين,O,56669
درهماً,B-MISC,56670
،,O,56671
وتقيمين,O,56672
في,O,56673
ارقى,O,56674
شوارع,O,56675
دبي,B-LOC,56676
،,O,56677
وتقودين,O,56678
أفخم,O,56679
السيارات,O,56680
،,O,56681
من,O,56682
أين,O,56683
لك,O,56684
كل,O,56685
هذا,O,56686
؟,O,56687
ـ,O,56688
من,O,56689
شغلي,O,56690
.,O,56691
>,O,56693
أي,O,56694
شغل,O,56695
؟,O,56696
ـ,O,56697
من,O,56698
التسويق,O,56699
،,O,56700
قلت,O,56701
لك,O,56702
بالاضافة,O,56703
الي,O,56704
امتلاكي,O,56705
لشركة,O,56706
انتاج,O,56707
،,O,56708
عندي,O,56709
شركة,O,56710
تسويق,O,56711
،,O,56712
وانت,O,56713
تعرفين,O,56714
ان,O,56715
التسويق,O,56716
يربح,O,56717
عشرات,O,56718
الملايين,O,56719
.,O,56720
>,O,56722
يُقال,O,56723
إن,O,56724
الفلوس,O,56725
إما,O,56726
أن,O,56727
تورثها,O,56728
،,O,56729
أو,O,56730
أن,O,56731
تتزوجها,O,56732
أو,O,56733
«,O,56734
.,O,56735
.,O,56736
.,O,56737
»,O,56738
،,O,56739
من,O,56740
أين,O,56741
حصلت,O,56742
على,O,56743
كل,O,56744
هذه,O,56745
الفلوس,O,56746
،,O,56747
هل,O,56748
أنت,O,56749
من,O,56750
عائلة,O,56751
ثرية,O,56752
أساساً,O,56753
؟,O,56754
ـ,O,56755
احمد,O,56756
الله,B-MISC,56757
على,O,56758
نعمته,O,56759
،,O,56760
فأنا,O,56761
لست,O,56762
من,O,56763
عائلة,O,56764
ثرية,O,56765
،,O,56766
لكن,O,56767
اهلي,O,56768
هم,O,56769
من,O,56770
دعموني,O,56771
في,O,56772
البداية,O,56773
،,O,56774
وقد,O,56775
بدأت,O,56776
بمكتب,O,56777
صغير,O,56778
لتنظيم,O,56779
عروض,O,56780
الأزياء,O,56781
،,O,56782
وتوالت,O,56783
مشاريعي,O,56784
.,O,56785
>,O,56787
مشوارك,O,56788
الفني,O,56789
بدأ,O,56790
منذ,O,56791
6,O,56792
سنوات,O,56793
،,O,56794
ومع,O,56795
ذلك,O,56796
عندما,O,56797
رشحت,O,56798
لأول,O,56799
بطولة,O,56800
مطلقة,O,56801
في,O,56802
مسلسل,O,56803
«,O,56804
اللقيطة,B-MISC,56805
»,O,56806
،,O,56807
رفض,O,56808
تلفزيون,B-ORG,56809
دبي,I-ORG,56810
اسناد,O,56811
الدور,O,56812
لك,O,56813
،,O,56814
هل,O,56815
يعني,O,56816
ذلك,O,56817
عدم,O,56818
الثقة,O,56819
في,O,56820
قدراتك,O,56821
؟,O,56822
ـ,O,56823
التلفزيون,O,56824
رفض,O,56825
اسناد,O,56826
بطولة,O,56827
المسلسل,O,56828
لي,O,56829
،,O,56830
ردا,O,56831
على,O,56832
اعتذاري,O,56833
عن,O,56834
تقديم,O,56835
برنامج,O,56836
«,O,56837
نجم,B-MISC,56838
الخليج,I-MISC,56839
»,O,56840
،,O,56841
لأنني,O,56842
رأيت,O,56843
أن,O,56844
فكرته,O,56845
مستهلكة,O,56846
وشعرت,O,56847
أنه,O,56848
لن,O,56849
يضيف,O,56850
لي,O,56851
جديداً,O,56852
.,O,56853
ورغم,O,56855
أن,O,56856
المنتج,O,56857
المنفذ,O,56858
كان,O,56859
قد,O,56860
وقّعً,O,56861
العقد,O,56862
معي,O,56863
،,O,56864
إلا,O,56865
أن,O,56866
عبد,B-PERS,56867
اللطيف,I-PERS,56868
القرقاوي,I-PERS,56869
أحد,O,56870
المسؤولين,O,56871
في,O,56872
تلفزيون,O,56873
دبي,B-LOC,56874
،,O,56875
أصر,O,56876
بشدة,O,56877
على,O,56878
استبعادي,O,56879
.,O,56880
>,O,56882
مَن,O,56883
هن,O,56884
صديقاتك,O,56885
في,O,56886
الوسط,O,56887
الفني,O,56888
؟,O,56889
ـ,O,56890
لا,O,56891
أؤمن,O,56892
بالصداقة,O,56893
في,O,56894
الوسط,O,56895
الفني,O,56896
،,O,56897
لأن,O,56898
المنافسة,O,56899
للأسف,O,56900
تترجم,O,56901
بسلوك,O,56902
عدائي,O,56903
،,O,56904
يصل,O,56905
إلى,O,56906
حد,O,56907
أنني,O,56908
عندما,O,56909
أدخل,O,56910
الى,O,56911
موقع,O,56912
التصوير,O,56913
،,O,56914
لا,O,56915
ترد,O,56916
الزميلات,O,56917
السلام,O,56918
عليّ,O,56919
،,O,56920
لمجرد,O,56921
أنني,O,56922
أكون,O,56923
قد,O,56924
أديت,O,56925
مشهداً,O,56926
جيداً,O,56927
وأثنى,O,56928
المخرج,O,56929
على,O,56930
جهدي,O,56931
،,O,56932
فأجدهن,O,56933
يغضبن,O,56934
من,O,56935
نجاحي,O,56936
،,O,56937
ويقاطعنني,O,56938
.,O,56939
>,O,56941
أنت,O,56942
فنانة,O,56943
مغربية,O,56944
،,O,56945
لماذا,O,56946
لا,O,56947
نرى,O,56948
مشاركة,O,56949
لك,O,56950
في,O,56951
الاعمال,O,56952
المغربية,O,56953
؟,O,56954
ـ,O,56955
الانتاج,O,56956
المحلي,O,56957
في,O,56958
المغرب,B-LOC,56959
موسمي,O,56960
ويرتبط,O,56961
بشهر,O,56962
رمضان,O,56963
،,O,56964
كما,O,56965
انه,O,56966
يكاد,O,56967
ان,O,56968
يكون,O,56969
نادراً,O,56970
.,O,56971
ومن,O,56973
الطرائف,O,56974
أنني,O,56975
لا,O,56976
أجيد,O,56977
اللهجة,O,56978
المغربية,O,56979
تماماً,O,56980
،,O,56981
بسبب,O,56982
اقامتي,O,56983
منذ,O,56984
فترة,O,56985
طويلة,O,56986
خارج,O,56987
المغرب,B-LOC,56988
،,O,56989
حتى,O,56990
ان,O,56991
أحد,O,56992
المخرجين,O,56993
الخليجيين,O,56994
رفض,O,56995
اسناد,O,56996
لي,O,56997
دور,O,56998
فتاة,O,56999
مغربية,O,57000
في,O,57001
أحد,O,57002
المسلسلات,O,57003
بسبب,O,57004
عدم,O,57005
اتقاني,O,57006
للهجة,O,57007
المغربية,O,57008
.,O,57009
>,O,57011
هل,O,57012
أنت,O,57013
معروفة,O,57014
في,O,57015
بلدك,O,57016
المغرب,B-LOC,57017
؟,O,57018
ـ,O,57019
بالتأكيد,O,57020
لا,O,57021
،,O,57022
لكني,O,57023
البعض,O,57024
أصبح,O,57025
يعرفني,O,57026
من,O,57027
خلال,O,57028
متابعته,O,57029
للفضائيات,O,57030
الخليجية,O,57031
،,O,57032
ومنذ,O,57033
فترة,O,57034
قصيرة,O,57035
كنت,O,57036
في,O,57037
زيارة,O,57038
للمغرب,B-LOC,57039
،,O,57040
ووجدت,O,57041
البعض,O,57042
يعرفني,O,57043
في,O,57044
المطار,O,57045
،,O,57046
كما,O,57047
وجدت,O,57048
بعض,O,57049
الصحف,O,57050
تنشر,O,57051
اخبار,O,57052
عني,O,57053
،,O,57054
لكني,O,57055
بالطبع,O,57056
لست,O,57057
معروفة,O,57058
على,O,57059
نطاق,O,57060
واسع,O,57061
.,O,57062
اتهام,O,57064
.,O,57065
.,O,57066
.,O,57067
ودفاع,O,57068
>,O,57069
بصراحة,O,57070
،,O,57071
هناك,O,57072
حساسية,O,57073
بين,O,57074
